"index";"Company";"TypeName";"Inches";"pixle_width";"pixle_height";"touchscreen";"cpu_speed";"cpu_brand";"cpu_";"Ram";"memmory_type";"primary_storage";"secondary_storage";"gpu_";"Gpu_brand";"OpSys";"Weight";"Price"
357;"Dell";"Gaming";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"HDD";1024;0;" GeForce GTX 1050";"Nvidia";"window";2.7;53227
358;"Dell";"Notebook";16.0;1366;768;1;2.5;"Intel";"Core i5";8;"HDD";2048;0;" HD Graphics 620";"Intel";"window";2.4;29697
359;"Dell";"Notebook";14.0;1920;1080;0;2.6;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.4;76031
360;"HP";"Notebook";16.0;1366;768;0;2.0;"Intel";"Core i3";4;"HDD";500;0;" HD Graphics 520";"Intel";"window";1.9;23390
361;"Asus";"Notebook";14.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";2.0;50350
362;"Lenovo";"Notebook";17.0;1600;900;0;2.5;"Intel";"Core i5";6;"Hybrid";128;1024;" GeForce GTX 940MX";"Nvidia";"window";2.8;38308
363;"HP";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"HDD";1024;0;" HD Graphics 620";"Intel";"window";1.9;34046
364;"Lenovo";"Notebook";16.0;1366;768;0;2.0;"Intel";"Core i3";8;"SSD";256;0;" GeForce 920MX ";"Nvidia";"N/A";2.2;26587
365;"HP";"Notebook";16.0;1366;768;0;1.6;"Intel";"Pentium Quad";8;"HDD";2048;0;" HD Graphics 405";"Intel";"window";2.0;20726
366;"Dell";"Notebook";17.0;1920;1080;0;1.6;"Intel";"Core i5";8;"Hybrid";128;1024;" Radeon 530";"AMD";"window";2.8;57809
367;"Lenovo";"Gaming";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"Hybrid";128;1024;" GeForce GTX 1050";"Nvidia";"N/A";2.4;43104
368;"Dell";"Notebook";16.0;1920;1080;0;2.7;"Intel";"Core i7";8;"SSD";256;0;" Radeon R7 M445";"AMD";"window";2.3;47899
369;"HP";"Ultrabook";14.0;1920;1080;0;2.7;"Intel";"Core i7";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.4;93240
370;"Asus";"2 in 1 Convertible";16.0;1920;1080;1;2.7;"Intel";"Core i7";12;"Hybrid";512;2048;" GeForce GT 940MX";"Nvidia";"window";2.3;58555
371;"Acer";"Notebook";16.0;1366;768;0;3.0;"AMD";"A9-Series 9420";4;"SSD";128;0;" Radeon R5";"AMD";"window";2.1;22697
372;"Asus";"Gaming";17.0;1920;1080;0;3.0;"AMD";"Ryzen 1700";16;"Hybrid";256;1024;" Radeon RX 580";"AMD";"window";3.3;117163
373;"Lenovo";"Notebook";17.0;1600;900;0;2.2;"AMD";"A8-Series 7410";4;"SSD";128;0;" Radeon R5";"AMD";"window";2.6;26054
374;"Dell";"2 in 1 Convertible";13.0;1920;1080;1;1.8;"Intel";"Core i7";8;"SSD";256;0;" UHD Graphics 620";"Intel";"window";1.6;46301
375;"HP";"Notebook";16.0;1920;1080;0;3.0;"AMD";"A9-Series 9420";4;"SSD";256;0;" Radeon R5";"AMD";"window";1.9;26053
376;"Lenovo";"Netbook";12.0;1366;768;0;1.1;"Intel";"Celeron Quad";4;"SSD";128;0;" HD Graphics 500";"Intel";"window";1.6;29464
377;"Dell";"Notebook";16.0;1366;768;0;1.6;"Intel";"Celeron Dual";4;"HDD";500;0;" HD Graphics 400";"Intel";"window";1.8;16464
378;"Asus";"Notebook";14.0;1366;768;0;1.1;"Intel";"Celeron Dual";4;"Flash Storage";32;0;" HD Graphics 500";"Intel";"window";1.5;15238
379;"Acer";"Notebook";16.0;1920;1080;0;2.8;"Intel";"Core i7";8;"HDD";1024;0;" GeForce GTX 1050";"Nvidia";"linux";2.4;45075
380;"HP";"Gaming";17.0;1920;1080;0;2.8;"Intel";"Core i7";8;"Hybrid";128;1024;" GeForce GTX 1050";"Nvidia";"window";3.4;63456
381;"Lenovo";"Notebook";16.0;1920;1080;0;2.0;"Intel";"Core i3";4;"SSD";128;0;" HD Graphics 520";"Intel";"N/A";1.9;21498
382;"Asus";"Gaming";16.0;1920;1080;0;2.8;"Intel";"Core i7";8;"Hybrid";128;1024;" GeForce GTX 1060";"Nvidia";"window";2.3;88178
383;"Lenovo";"Notebook";14.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" GeForce 940MX";"Nvidia";"window";1.5;58555
384;"Asus";"Ultrabook";13.0;1920;1080;1;2.7;"Intel";"Core i7";16;"SSD";512;0;" HD Graphics 620";"Intel";"window";1.1;93181
385;"Lenovo";"Ultrabook";14.0;2560;1440;0;2.7;"Intel";"Core i7";8;"SSD";512;0;" HD Graphics 620";"Intel";"window";1.1;121585
386;"Lenovo";"Notebook";13.0;1920;1080;0;2.4;"Intel";"Core i3";4;"SSD";128;0;" HD Graphics 620";"Intel";"window";1.5;29251
387;"Dell";"Workstation";16.0;1920;1080;0;2.6;"Intel";"Core i5";8;"HDD";500;0;" FirePro W5130M";"AMD";"window";2.2;72940
388;"Dell";"Workstation";16.0;1920;1080;0;2.7;"Intel";"Core i7";8;"SSD";256;0;" Quadro M1200";"Nvidia";"window";2.0;113753
389;"Lenovo";"2 in 1 Convertible";14.0;2560;1440;1;2.7;"Intel";"Core i7";16;"SSD";512;0;" HD Graphics 620";"Intel";"window";1.4;133680
390;"Asus";"Gaming";17.0;1920;1080;0;2.8;"Intel";"Core i7";8;"HDD";1024;0;" GeForce GTX 1050";"Nvidia";"window";3.0;55358
391;"Asus";"Gaming";17.0;1920;1080;0;2.8;"Intel";"Core i7";16;"Hybrid";256;1024;" GeForce GTX 1050 Ti";"Nvidia";"window";3.0;84768
392;"Acer";"Notebook";16.0;1366;768;0;1.6;"Intel";"Core i5";12;"HDD";1024;0;" GeForce MX130";"Nvidia";"window";2.2;36976
393;"MSI";"Gaming";17.0;1920;1080;0;2.8;"Intel";"Core i7";8;"SSD";256;0;" GeForce GTX 1050 Ti";"Nvidia";"window";2.7;71875
394;"Dell";"Notebook";16.0;1920;1080;0;2.7;"Intel";"Core i7";8;"SSD";256;0;" Radeon R7 M445";"AMD";"linux";2.3;41498
395;"HP";"Ultrabook";16.0;1920;1080;0;3.0;"AMD";"A9-Series 9420";4;"SSD";256;0;" Radeon 520";"AMD";"window";1.9;26587
396;"Lenovo";"Notebook";16.0;1920;1080;0;1.8;"Intel";"Core i7";8;"SSD";256;0;" Radeon RX 550";"AMD";"window";2.1;65511
397;"Lenovo";"Notebook";14.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.9;49977
398;"Dell";"Workstation";16.0;3840;2160;1;2.8;"Intel";"Core i7";8;"SSD";256;0;" Quadro M1200";"Nvidia";"window";1.8;144495
399;"Lenovo";"Ultrabook";14.0;2560;1440;0;2.7;"Intel";"Core i7";16;"SSD";1024;0;" HD Graphics 620";"Intel";"window";1.1;139860
400;"Lenovo";"Notebook";16.0;1366;768;0;1.1;"Intel";"Celeron Dual";4;"HDD";1024;0;" HD Graphics 500";"Intel";"window";2.2;16304
401;"Asus";"Gaming";17.0;1920;1080;0;2.8;"Intel";"Core i7";16;"Hybrid";256;1024;" GeForce GTX 1050";"Nvidia";"window";2.9;81465
402;"Lenovo";"Notebook";26.0;1920;1080;0;1.6;"Intel";"Core i5";8;"Hybrid";256;1024;" Radeon RX 550";"AMD";"window";2.1;60979
403;"Acer";"Notebook";16.0;1920;1080;0;2.8;"Intel";"Core i7";8;"SSD";256;0;" GeForce GTX 1050";"Nvidia";"linux";2.5;46833
404;"MSI";"Gaming";17.0;1920;1080;0;2.8;"Intel";"Core i7";16;"Hybrid";256;1024;" GeForce GTX 1070";"Nvidia";"window";2.8;119827
405;"Asus";"Ultrabook";14.0;1920;1080;0;2.7;"Intel";"Core i7";8;"SSD";512;0;" HD Graphics 620";"Intel";"window";1.1;99793
406;"Toshiba";"Ultrabook";13.0;1920;1080;0;2.5;"Intel";"Core i7";16;"SSD";512;0;" HD Graphics 520";"Intel";"window";1.2;93080
407;"Dell";"Ultrabook";14.0;1920;1080;0;2.8;"Intel";"Core i7";8;"SSD";512;0;" HD Graphics";"Intel";"window";1.4;89510
408;"Lenovo";"Notebook";36.0;1920;1080;0;2.0;"Intel";"Core i3";4;"HDD";500;0;" HD Graphics 520";"Intel";"window";2.2;21792
409;"Lenovo";"Notebook";12.0;1366;768;0;1.1;"Intel";"Celeron Dual";2;"Flash Storage";32;0;" HD Graphics 500";"Intel";"window";1.2;16221
410;"Lenovo";"Workstation";16.0;1920;1080;0;2.8;"Intel";"Core i7";8;"SSD";512;0;" Quadro M1200";"Nvidia";"window";2.7;102564
411;"Lenovo";"Ultrabook";14.0;2560;1440;0;2.8;"Intel";"Core i7";8;"SSD";512;0;" GeForce GT 940MX";"Nvidia";"window";1.7;103523
412;"HP";"Notebook";16.0;1920;1080;0;2.0;"Intel";"Core i3";4;"HDD";1024;0;" Radeon 520";"AMD";"window";2.1;24988
413;"Acer";"2 in 1 Convertible";13.0;1920;1080;1;2.5;"Intel";"Core i7";8;"SSD";256;0;" HD Graphics 520";"Intel";"window";1.6;42038
414;"Asus";"2 in 1 Convertible";13.0;1920;1080;1;2.5;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.3;49444
415;"Dell";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i5";4;"SSD";256;0;" Radeon R5 M430";"AMD";"linux";2.3;31909
416;"Dell";"Notebook";13.0;1366;768;0;2.0;"Intel";"Core i3";4;"SSD";128;0;" HD Graphics 520";"Intel";"window";1.7;36710
417;"HP";"Ultrabook";14.0;1920;1080;0;2.5;"Intel";"Core i7";8;"SSD";256;0;" HD Graphics 520";"Intel";"window";1.4;79920
418;"Dell";"Notebook";16.0;1366;768;0;2.5;"Intel";"Core i5";8;"HDD";1024;0;" HD Graphics 620";"Intel";"window";2.1;28769
419;"Lenovo";"Ultrabook";14.0;1920;1080;0;1.8;"Intel";"Core i7";8;"SSD";256;0;" Radeon RX 550";"AMD";"window";1.8;64755
420;"Lenovo";"2 in 1 Convertible";16.0;3840;2160;1;2.8;"Intel";"Core i7";16;"SSD";512;0;" GeForce GTX 1050";"Nvidia";"window";2.0;101179
421;"Chuwi";"Notebook";12.0;2736;1824;0;1.1;"Intel";"Celeron Quad";6;"Flash Storage";64;0;" HD Graphics 500";"Intel";"window";1.4;23923
422;"HP";"Notebook";16.0;1920;1080;0;2.9;"Intel";"Core i7";8;"SSD";256;0;" HD Graphics 630";"Intel";"window";2.3;76031
423;"Asus";"Notebook";36.0;1920;1080;0;2.4;"Intel";"Core i3";8;"HDD";1024;0;" GeForce 940MX";"Nvidia";"linux";2.3;31808
424;"Dell";"Gaming";27.0;2560;1440;0;2.9;"Intel";"Core i7";16;"Hybrid";256;1024;" GeForce GTX 1070";"Nvidia";"window";4.4;149131
425;"Dell";"Gaming";16.0;1920;1080;0;2.8;"Intel";"Core i7";8;"Hybrid";128;1024;" GeForce GTX 1050 Ti";"Nvidia";"window";2.6;61752
426;"Dell";"Notebook";16.0;1920;1080;0;1.8;"Intel";"Core i7";8;"Hybrid";256;2048;" Radeon 530";"AMD";"window";2.0;60867
427;"Dell";"Ultrabook";14.0;1920;1080;0;2.8;"Intel";"Core i7";8;"SSD";256;0;" HD Graphics 620";"Intel";"linux";1.6;58555
428;"HP";"Gaming";17.0;1920;1080;0;2.8;"Intel";"Core i7";12;"Hybrid";256;1024;" GeForce GTX 1070";"Nvidia";"window";3.4;106507
429;"Mediacom";"2 in 1 Convertible";12.0;1920;1080;1;1.1;"Intel";"Celeron Dual";4;"SSD";32;0;" HD Graphics 500";"Intel";"window";1.2;15931
430;"Samsung";"Netbook";12.0;1366;768;0;1.6;"Intel";"Celeron Dual";4;"Flash Storage";16;0;" HD Graphics 400";"Intel";"other";1.2;14332
431;"Lenovo";"Notebook";13.0;1920;1080;0;2.7;"Intel";"Core i7";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.4;53813
432;"Lenovo";"Notebook";14.0;1920;1080;0;2.7;"Intel";"Core i3";4;"SSD";128;0;" HD Graphics 620";"Intel";"window";1.7;31915
433;"Lenovo";"Workstation";16.0;3840;2160;0;2.8;"Intel";"Core i7";16;"SSD";512;0;" GeForce 940MX";"Nvidia";"window";2.3;130270
434;"Lenovo";"Notebook";16.0;1920;1080;0;2.9;"Intel";"Core i7";16;"SSD";512;0;" Quadro M2200M";"Nvidia";"window";2.5;130483
435;"Asus";"Gaming";17.0;1920;1080;0;3.2;"AMD";"Ryzen 1600";8;"Hybrid";256;1024;" Radeon RX 580";"AMD";"window";3.2;90310
436;"HP";"Notebook";16.0;1366;768;0;1.6;"Intel";"Celeron Dual";4;"HDD";500;0;" HD Graphics 400";"Intel";"window";2.1;18488
437;"Google";"Ultrabook";12.0;2400;1600;1;1.3;"Intel";"Core i7";16;"SSD";512;0;" HD Graphics 615";"Intel";"other";1.1;117163
438;"Lenovo";"Ultrabook";24.0;2560;1440;0;2.7;"Intel";"Core i7";24;"SSD";512;0;" HD Graphics 620";"Intel";"window";1.3;126913
439;"Asus";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i5";4;"SSD";256;0;" HD Graphics 620";"Intel";"linux";2.0;29784
440;"Lenovo";"Notebook";17.0;1600;900;0;2.5;"AMD";"A6-Series 9220";8;"HDD";1024;0;" Radeon R4";"AMD";"window";2.8;27652
441;"Dell";"Notebook";16.0;1920;1080;0;1.6;"Intel";"Core i5";4;"SSD";256;0;" Radeon 530";"AMD";"window";2.2;39907
442;"Lenovo";"Ultrabook";13.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.4;76137
443;"Lenovo";"Notebook";16.0;1920;1080;0;1.1;"Intel";"Pentium Quad";4;"SSD";128;0;" HD Graphics 505";"Intel";"window";2.2;18595
444;"HP";"Gaming";16.0;1920;1080;0;2.8;"Intel";"Core i7";8;"Hybrid";128;1024;" GeForce GTX 1050";"Nvidia";"window";2.2;58555
445;"Dell";"Notebook";14.0;1920;1080;0;2.8;"Intel";"Core i5";8;"SSD";256;0;" GeForce 930MX";"Nvidia";"window";1.6;62817
446;"Acer";"Notebook";16.0;1366;768;0;2.5;"Intel";"Core i5";4;"HDD";500;0;" HD Graphics 620";"Intel";"linux";2.4;23539
447;"Dell";"Workstation";16.0;1920;1080;0;3.0;"Intel";"Xeon E3-1505M";8;"Hybrid";64;1024;" Quadro M620";"Nvidia";"window";2.2;106187
448;"MSI";"Gaming";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" GeForce GTX 1050";"Nvidia";"window";2.2;54758
449;"Microsoft";"Ultrabook";14.0;2256;1504;1;2.5;"Intel";"Core i7";16;"SSD";512;0;" Iris Plus Graphics 640";"Intel";"window";1.3;137942
450;"HP";"Notebook";16.0;1366;768;0;2.5;"Intel";"Core i5";8;"SSD";128;0;" HD Graphics 620";"Intel";"window";1.9;31382
451;"Dell";"Workstation";16.0;1920;1080;0;2.7;"Intel";"Core i7";16;"SSD";256;0;" Quadro M620";"Nvidia";"window";2.2;105228
452;"HP";"Workstation";16.0;1920;1080;0;2.9;"Intel";"Core i7";8;"SSD";512;0;" HD Graphics 620";"Intel";"window";2.3;81732
453;"Lenovo";"Notebook";14.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.7;71662
454;"Dell";"Notebook";16.0;1920;1080;0;1.8;"Intel";"Core i7";8;"Hybrid";128;1024;" Radeon 530";"AMD";"window";2.4;52161
455;"Dell";"2 in 1 Convertible";12.0;1366;768;1;1.6;"Intel";"Pentium Quad";4;"HDD";500;0;" HD Graphics 405";"Intel";"window";1.5;25521
456;"Dell";"Notebook";17.0;1920;1080;0;2.7;"Intel";"Core i7";8;"HDD";1024;0;" GeForce GTX 1060";"Nvidia";"window";4.4;109011
457;"Microsoft";"Ultrabook";14.0;2256;1504;1;2.2;"Intel";"Core M";4;"SSD";128;0;" HD Graphics 615";"Intel";"window";1.3;52694
458;"Microsoft";"Ultrabook";34.0;2256;1504;1;2.5;"Intel";"Core i7";8;"SSD";256;0;" Iris Plus Graphics 640";"Intel";"window";1.3;95851
459;"HP";"Notebook";17.0;1600;900;0;2.0;"Intel";"Core i3";8;"SSD";256;0;" HD Graphics 520";"Intel";"window";2.5;34094
460;"Acer";"Notebook";16.0;1920;1080;0;2.0;"Intel";"Core i3";4;"HDD";1024;0;" GeForce 940MX";"Nvidia";"window";2.2;28984
461;"Acer";"Netbook";12.0;1366;768;0;1.6;"Intel";"Celeron Dual";4;"SSD";128;0;" HD Graphics 400";"Intel";"window";1.4;23177
462;"Asus";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"HDD";1024;0;" HD Graphics 620";"Intel";"window";2.4;39907
463;"Lenovo";"Notebook";14.0;1920;1080;0;2.7;"Intel";"Core i7";8;"SSD";512;0;" Radeon R7 M460";"AMD";"N/A";1.5;42571
464;"Lenovo";"Notebook";16.0;1920;1080;0;2.9;"Intel";"Core i7";8;"SSD";256;0;" Quadro M2200M";"Nvidia";"window";2.7;111355
465;"Asus";"Notebook";16.0;1366;768;0;1.1;"Intel";"Pentium Quad";4;"HDD";500;0;" HD Graphics 500";"Intel";"window";2.0;16197
466;"Acer";"Notebook";16.0;1366;768;0;2.0;"Intel";"Core i3";4;"HDD";500;0;" GeForce GTX 940MX";"Nvidia";"window";2.2;24988
467;"Dell";"Notebook";16.0;1920;1080;0;1.6;"Intel";"Core i5";8;"HDD";2048;0;" Radeon 530";"AMD";"window";2.0;40440
468;"HP";"Gaming";17.0;1920;1080;0;2.8;"Intel";"Core i7";12;"HDD";1024;0;" GeForce GTX 1060";"Nvidia";"window";3.8;90523
469;"Lenovo";"Ultrabook";14.0;2560;1440;0;2.6;"Intel";"Core i7";12;"SSD";256;0;" HD Graphics 520";"Intel";"window";1.4;98994
470;"HP";"2 in 1 Convertible";13.0;3840;2160;1;1.8;"Intel";"Core i7";8;"SSD";512;0;" UHD Graphics 620";"Intel";"window";1.3;106507
471;"HP";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"HDD";500;0;" FirePro W4190M ";"AMD";"window";1.9;61485
472;"Google";"Ultrabook";12.0;2400;1600;1;1.2;"Intel";"Core i5";8;"SSD";128;0;" HD Graphics 615";"Intel";"other";1.1;67932
473;"Dell";"Ultrabook";13.0;1920;1080;1;1.6;"Intel";"Core i5";8;"SSD";256;0;" UHD Graphics 620";"Intel";"window";1.4;98134
474;"Asus";"Notebook";16.0;3840;2160;0;2.6;"Intel";"Core i7";12;"Hybrid";128;1024;" HD Graphics 530";"Intel";"window";2.1;69211
475;"Dell";"Notebook";14.0;1366;768;0;2.3;"Intel";"Core i3";8;"SSD";128;0;" HD Graphics 520";"Intel";"window";1.8;39427
476;"Dell";"Workstation";0.0;1920;1080;0;2.8;"Intel";"Core i7";8;"SSD";256;0;" Quadro M1200";"Nvidia";"window";1.8;128298
477;"Lenovo";"Notebook";14.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";180;0;" HD Graphics 620";"Intel";"window";1.7;72674
479;"Toshiba";"Notebook";13.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.1;89084
480;"Dell";"Notebook";16.0;1920;1080;0;1.8;"Intel";"Core i7";8;"SSD";512;0;" GeForce 940MX";"Nvidia";"window";2.2;67239
481;"Dell";"Notebook";16.0;1366;768;0;2.4;"Intel";"Core i3";4;"HDD";1024;0;" HD Graphics 620";"Intel";"window";2.2;31254
482;"HP";"Notebook";13.0;1920;1080;0;1.6;"Intel";"Core i5";4;"SSD";128;0;" UHD Graphics 620";"Intel";"window";1.5;38681
483;"Chuwi";"Notebook";16.0;1920;1080;0;1.4;"Intel";"Atom x5-Z8350";4;"Flash Storage";64;0;" HD Graphics";"Intel";"window";1.9;13261
484;"Lenovo";"Notebook";16.0;1366;768;0;2.0;"Intel";"Core i3";4;"SSD";128;0;" HD Graphics 520";"Intel";"window";2.3;30103
485;"Lenovo";"Notebook";14.0;1920;1080;0;1.6;"Intel";"Core i5";8;"SSD";256;0;" UHD Graphics 620";"Intel";"window";1.8;55891
486;"Dell";"Workstation";16.0;1920;1080;0;2.7;"Intel";"Core i7";16;"SSD";512;0;" Quadro M620";"Nvidia";"window";2.2;124569
487;"Dell";"Notebook";16.0;1920;1080;0;2.8;"Intel";"Core i7";16;"SSD";512;0;" GeForce GTX 1050";"Nvidia";"window";2.1;101179
488;"Lenovo";"Ultrabook";13.0;1920;1080;0;2.7;"Intel";"Core i7";16;"SSD";512;0;" HD Graphics 620";"Intel";"window";1.4;95797
489;"Asus";"Ultrabook";13.0;1920;1080;0;2.7;"Intel";"Core i7";16;"SSD";512;0;" HD Graphics 620";"Intel";"window";0.9;103896
490;"Lenovo";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" GeForce 940MX";"Nvidia";"window";2.3;53919
491;"Toshiba";"Ultrabook";13.0;1920;1080;1;2.7;"Intel";"Core i7";32;"SSD";512;0;" HD Graphics 620";"Intel";"window";1.1;149131
492;"Asus";"Gaming";16.0;1920;1080;0;2.8;"Intel";"Core i7";8;"Hybrid";128;1024;" GeForce GTX 1050";"Nvidia";"window";2.0;71928
493;"Acer";"Notebook";16.0;1366;768;0;2.5;"AMD";"A10-Series 9620P";8;"HDD";1024;0;" Radeon RX 540";"AMD";"window";2.2;30849
494;"Asus";"Gaming";17.0;1920;1080;1;2.6;"Intel";"Core i7";24;"Hybrid";256;1024;" GeForce GTX 965M";"Nvidia";"window";4.3;67612
495;"Lenovo";"Ultrabook";13.0;1366;768;0;2.3;"Intel";"Core i5";8;"SSD";180;0;" HD Graphics 520";"Intel";"window";1.3;58555
496;"Lenovo";"Notebook";16.0;1920;1080;0;1.8;"Intel";"Core i7";8;"SSD";256;0;" UHD Graphics 620";"Intel";"window";2.2;47893
497;"HP";"Notebook";14.0;1920;1080;0;2.8;"Intel";"Core i7";8;"SSD";1024;0;" HD Graphics 620";"Intel";"window";1.5;93187
498;"Lenovo";"Notebook";13.0;1920;1080;0;2.4;"Intel";"Core i3";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.4;50563
499;"Lenovo";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";2.3;48538
500;"Asus";"Netbook";12.0;1366;768;0;1.1;"Intel";"Celeron Dual";4;"Flash Storage";64;0;" HD Graphics 500";"Intel";"window";1.2;18115
501;"HP";"Notebook";16.0;1366;768;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" Radeon 520";"AMD";"window";1.9;32980
502;"Lenovo";"2 in 1 Convertible";14.0;1920;1080;1;1.6;"Intel";"Core i5";8;"SSD";256;0;" UHD Graphics 620";"Intel";"window";1.4;85195
503;"Lenovo";"Notebook";14.0;1366;768;0;1.1;"Intel";"Celeron Dual";4;"HDD";500;0;" HD Graphics 500";"Intel";"window";2.1;15931
504;"Lenovo";"Netbook";12.0;1366;768;0;1.6;"Intel";"Celeron Dual";4;"SSD";16;0;" HD Graphics 400";"Intel";"other";1.3;14119
505;"Lenovo";"Notebook";13.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.4;50563
506;"Asus";"Notebook";16.0;1920;1080;0;2.7;"Intel";"Core i7";8;"Hybrid";256;1024;" HD Graphics 620";"Intel";"window";2.0;65215
507;"Acer";"Notebook";16.0;1920;1080;0;1.6;"Intel";"Core i5";4;"HDD";1024;0;" GeForce MX150";"Nvidia";"window";2.2;32661
508;"HP";"Ultrabook";13.0;1920;1080;0;2.7;"Intel";"Core i7";8;"SSD";512;0;" HD Graphics 620";"Intel";"window";1.3;70489
509;"Lenovo";"Gaming";16.0;1920;1080;0;2.8;"Intel";"Core i7";8;"Hybrid";256;1024;" GeForce GTX 1060";"Nvidia";"N/A";2.4;61219
510;"Dell";"Ultrabook";13.0;1920;1080;1;2.5;"Intel";"Core i5";8;"SSD";128;0;" HD Graphics 620";"Intel";"window";1.3;47899
511;"Acer";"Notebook";16.0;1920;1080;0;2.7;"Intel";"Core i7";4;"HDD";500;0;" GeForce 940MX";"Nvidia";"window";2.2;34046
512;"Dell";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"HDD";1024;0;" HD Graphics 620";"Intel";"window";2.2;44542
513;"Dell";"Notebook";16.0;1920;1080;0;1.8;"Intel";"Core i7";16;"Hybrid";256;2048;" Radeon 530";"AMD";"window";2.2;64961
514;"Xiaomi";"Notebook";16.0;1920;1080;0;1.8;"Intel";"Core i7";16;"SSD";256;0;" GeForce MX150";"Nvidia";"N/A";2.0;74589
515;"Asus";"Netbook";12.0;1366;768;0;1.1;"Intel";"Celeron Dual";2;"Flash Storage";32;0;" HD Graphics 500";"Intel";"window";1.1;13054
516;"HP";"Notebook";16.0;1366;768;1;1.6;"Intel";"Core i5";4;"HDD";1024;0;" UHD Graphics 620";"Intel";"window";2.0;27784
517;"Asus";"Gaming";16.0;1920;1080;0;2.8;"Intel";"Core i7";24;"SSD";512;0;" GeForce GTX1080";"Nvidia";"window";2.2;158135
518;"HP";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"SSD";256;0;" GeForce 930MX";"Nvidia";"window";2.0;47366
519;"Asus";"Gaming";17.0;1920;1080;0;2.8;"Intel";"Core i7";16;"Hybrid";256;1024;" GeForce GTX1050 Ti";"Nvidia";"window";3.0;80133
520;"Lenovo";"Gaming";16.0;1920;1080;0;2.8;"Intel";"Core i7";8;"Hybrid";256;1024;" GeForce GTX 1060";"Nvidia";"window";3.2;74539
521;"HP";"Ultrabook";13.0;1920;1080;0;2.7;"Intel";"Core i7";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.3;74539
522;"Dell";"Notebook";14.0;1920;1080;0;2.6;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.6;68184
523;"HP";"Notebook";16.0;1366;768;0;2.0;"Intel";"Core i3";4;"SSD";128;0;" HD Graphics 520";"Intel";"window";1.6;36710
524;"Dell";"Notebook";17.0;1920;1080;0;1.6;"Intel";"Core i5";8;"Hybrid";128;1024;" Radeon 530";"AMD";"linux";2.8;47366
525;"Lenovo";"Notebook";24.0;1920;1080;0;2.3;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 520";"Intel";"window";2.0;71395
526;"Lenovo";"Notebook";16.0;1920;1080;0;2.7;"Intel";"Core i7";4;"HDD";1024;0;" GeForce 920MX";"Nvidia";"window";2.2;42571
527;"Lenovo";"Notebook";16.0;1366;768;0;2.0;"Intel";"Core i3";8;"HDD";2048;0;" GeForce 920MX ";"Nvidia";"N/A";2.2;24456
528;"Dell";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i5";4;"HDD";500;0;" Radeon R5 M430";"AMD";"window";2.3;31169
529;"Dell";"Notebook";16.0;1920;1080;0;2.8;"Intel";"Core i5";8;"SSD";256;0;" HD Graphics 620";"Intel";"window";1.9;73367
530;"Dell";"Gaming";17.0;1920;1080;0;2.8;"Intel";"Core i7";16;"Hybrid";128;1024;" GeForce GTX 1070";"Nvidia";"window";4.4;160520
531;"Toshiba";"Notebook";16.0;1920;1080;0;2.5;"Intel";"Core i5";8;"HDD";500;0;" HD Graphics 620";"Intel";"window";2.0;45821
